,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
162,162,Algeria,Urban,35.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,25000.0,,"No, I did not",,I did not care to participate / It was not important
163,163,Algeria,Urban,28.0,Female,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
164,164,Algeria,Urban,68.0,Male,Illiterate/No formal education,0.0,No,Retired,Married,Housewife,Owned,No,No,18000.0,18000.0,"No, I did not",,I did not know who to support in these demonstrations
165,165,Algeria,Urban,46.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,No,Yes,,40000.0,"No, I did not",,I did not care to participate / It was not important
166,166,Algeria,Urban,63.0,Male,Prepartory/Basic,8.0,Yes,Employer/director of an institution with less than 10 employees,Married,Housewife,Owned,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
167,167,Algeria,Urban,50.0,Female,Illiterate/No formal education,0.0,No,A housewife,Divorced,,Owned with mortgage payments to a bank,No,Yes,,15000.0,"No, I did not",,I did not agree on the political changes
168,168,Algeria,Urban,33.0,Male,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Bachelor,,Owned,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
169,169,Algeria,Urban,47.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Government employee,Owned,No,Yes,,,"No, I did not",,I was afraid to participate in these demonstrations
170,170,Algeria,Urban,62.0,Male,Elementary,5.0,No,Retired,Married,Housewife,Owned,Yes,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
171,171,Algeria,Urban,48.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Retired,Owned,No,No,20000.0,35000.0,"No, I did not",,I did not care to participate / It was not important
172,172,Algeria,Urban,19.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,,50000.0,"No, I did not",,I did not know how to participate in these demonstrations
173,173,Algeria,Urban,30.0,Female,Elementary,5.0,No,A housewife,Married,Government employee,Owned,No,Yes,,40000.0,"No, I did not",,I did not know how to participate in these demonstrations
174,174,Algeria,Urban,35.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Bachelor,,Owned,Yes,Yes,32000.0,80000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
175,175,Algeria,Urban,19.0,Female,Secondary,12.0,No,A student,Bachelor,,Rented,No,Yes,,70000.0,"No, I did not",,I was afraid to participate in these demonstrations
176,176,Algeria,Urban,67.0,Male,Illiterate/No formal education,0.0,No,A housewife,Married,Housewife,Owned,No,Yes,20000.0,70000.0,"No, I did not",,Don't know
177,177,Algeria,Urban,35.0,Female,Elementary,5.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,No,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
178,178,Algeria,Urban,31.0,Male,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,No,Yes,15000.0,,"Yes, I did",I am convinced in the objectives of these demonstrations,
179,179,Algeria,Urban,69.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Retired,Owned,No,No,,40000.0,"No, I did not",,I did not agree on the political changes
180,180,Algeria,Rural,28.0,Male,Prepartory/Basic,8.0,No,Unemployed,Bachelor,,Owned,No,No,,42000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
181,181,Algeria,Rural,53.0,Female,Elementary,5.0,No,A housewife,Married,Retired,Owned,No,No,,29000.0,"No, I did not",,I did not care to participate / It was not important
182,182,Algeria,Rural,28.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,No,,35000.0,"No, I did not",,I did not know who to support in these demonstrations
183,183,Algeria,Rural,70.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Retired,Owned,No,No,,25000.0,"No, I did not",,Don't know
184,184,Algeria,Rural,65.0,Male,Illiterate/No formal education,0.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
185,185,Algeria,Rural,34.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,,,"No, I did not",,Don't know
186,186,Algeria,Rural,42.0,Male,BA,16.0,Yes,Director of an institution or a high ranking governmental employee,Married,Government employee,Owned with mortgage payments to a bank,Yes,Yes,67000.0,102000.0,"No, I did not",,I did not care to participate / It was not important
187,187,Algeria,Rural,39.0,Female,Elementary,5.0,No,A housewife,Married,Government employee,Rented,No,No,,38000.0,"No, I did not",,I did not care to participate / It was not important
188,188,Algeria,Rural,46.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,No,,,Refuse,,
189,189,Algeria,Rural,25.0,Female,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,Yes,,29000.0,"No, I did not",,I did not know who to support in these demonstrations
190,190,Algeria,Rural,71.0,Male,Illiterate/No formal education,0.0,No,Unemployed,Married,Housewife,Owned,No,No,,35000.0,"No, I did not",,Don't know
191,191,Algeria,Rural,24.0,Female,Prepartory/Basic,8.0,No,Unemployed,Bachelor,,Owned,No,Yes,,39000.0,"No, I did not",,I was afraid to participate in these demonstrations
192,192,Algeria,Rural,18.0,Male,Secondary,12.0,No,A student,Bachelor,,Rented,No,Yes,,60000.0,"No, I did not",,I did not care to participate / It was not important
193,193,Algeria,Rural,58.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Owned,Yes,Yes,,30000.0,"No, I did not",,Refuse
194,194,Algeria,Rural,20.0,Male,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,,49000.0,"No, I did not",,Don't know
195,195,Algeria,Rural,29.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Government employee,Rented,No,No,,37000.0,"No, I did not",,I did not care to participate / It was not important
196,196,Algeria,Rural,45.0,Male,Elementary,5.0,Yes,Manual laborer,Married,Housewife,Owned,Yes,No,25000.0,30000.0,"No, I did not",,Refuse
197,197,Algeria,Rural,36.0,Female,Prepartory/Basic,8.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,180000.0,,"No, I did not",,I did not care to participate / It was not important
198,198,Algeria,Rural,21.0,Male,Secondary,12.0,Yes,,Bachelor,,Owned,No,Yes,,,Refuse,,
199,199,Algeria,Rural,25.0,Female,Secondary,12.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,28000.0,75000.0,"No, I did not",,I did not care to participate / It was not important
200,200,Algeria,Rural,43.0,Male,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
201,201,Algeria,Rural,24.0,Female,BA,16.0,No,Unemployed,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
202,202,Algeria,Rural,50.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,,,"No, I did not",,I did not care to participate / It was not important
203,203,Algeria,Rural,61.0,Female,Elementary,5.0,No,A housewife,Married,Private sector employee,Owned,No,Yes,,22000.0,"No, I did not",,I did not care to participate / It was not important
204,204,Algeria,Rural,32.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Bachelor,,Owned,No,Yes,35000.0,,"Yes, I did",Because everyone was participating in these demonstrations,
205,205,Algeria,Rural,32.0,Female,Elementary,5.0,Yes,Manual laborer,Married,Government employee,Owned,No,Yes,20000.0,45000.0,"No, I did not",,I did not care to participate / It was not important
206,206,Algeria,Rural,25.0,Male,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
207,207,Algeria,Rural,42.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
208,208,Algeria,Rural,70.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,Yes,18000.0,18000.0,"No, I did not",,I did not care to participate / It was not important
209,209,Algeria,Rural,22.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
210,210,Algeria,Rural,70.0,Male,Illiterate/No formal education,0.0,No,Retired,Married,Housewife,Rented,Yes,No,35000.0,60000.0,"No, I did not",,I did not know how to participate in these demonstrations
211,211,Algeria,Rural,45.0,Female,Elementary,5.0,No,A housewife,Married,Manual laborer,Owned,Yes,Yes,23000.0,35000.0,"No, I did not",,Don't know
212,212,Algeria,Rural,25.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
213,213,Algeria,Rural,24.0,Female,BA,16.0,No,A student,Divorced,,,Yes,Yes,,60000.0,"No, I did not",,I did not care to participate / It was not important
214,214,Algeria,Rural,40.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,40000.0,,"No, I did not",,I did not know how to participate in these demonstrations
215,215,Algeria,Rural,24.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
216,216,Algeria,Rural,33.0,Male,Secondary,12.0,Yes,,Bachelor,,Owned,No,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
217,217,Algeria,Rural,20.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,,,"No, I did not",,I was afraid to participate in these demonstrations
218,218,Algeria,Rural,51.0,Male,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,,,"No, I did not",,I did not know how to participate in these demonstrations
219,219,Algeria,Rural,22.0,Female,BA,16.0,No,A student,Bachelor,,Owned,No,Yes,,,"Yes, I did",Because everyone was participating in these demonstrations,
220,220,Algeria,Urban,27.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Craftsperson,Bachelor,,Owned with mortgage payments to a bank,No,Yes,,,"Yes, I did",I am convinced in the objectives of these demonstrations,
221,221,Algeria,Urban,66.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Retired,Owned,No,Yes,12000.0,45000.0,"No, I did not",,I was afraid to participate in these demonstrations
222,222,Algeria,Urban,29.0,Male,Elementary,5.0,Yes,Manual laborer,Bachelor,,Owned,Yes,No,47000.0,47000.0,"No, I did not",,I did not know how to participate in these demonstrations
223,223,Algeria,Urban,32.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,Yes,,60000.0,"No, I did not",,I was afraid to participate in these demonstrations
224,224,Algeria,Urban,20.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,,,"Yes, I did",Because everyone was participating in these demonstrations,
225,225,Algeria,Urban,19.0,Female,Secondary,12.0,No,A student,Divorced,,Owned with mortgage payments to a bank,No,Yes,,45000.0,"No, I did not",,I was afraid to participate in these demonstrations
226,226,Algeria,Urban,22.0,Male,BA,16.0,No,A student,Bachelor,,Owned,No,Yes,,,"Yes, I did",I am convinced in the objectives of these demonstrations,
227,227,Algeria,Urban,41.0,Female,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Private sector employee,Owned,Yes,No,20000.0,35000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
228,228,Algeria,Urban,28.0,Male,Secondary,12.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,35000.0,,"No, I did not",,I did not know how to participate in these demonstrations
229,229,Algeria,Urban,45.0,Female,Elementary,5.0,No,A housewife,Married,,,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
230,230,Algeria,Urban,62.0,Male,Elementary,5.0,No,Retired,Married,Housewife,Owned,No,No,29000.0,50000.0,"No, I did not",,I did not care to participate / It was not important
231,231,Algeria,Urban,23.0,Female,Prepartory/Basic,8.0,Yes,Craftsperson,Bachelor,,Owned with mortgage payments to a bank,No,Yes,27000.0,,"No, I did not",,I did not know who to support in these demonstrations
232,232,Algeria,Urban,43.0,Male,Elementary,5.0,Yes,A governmental employee,Married,Housewife,Owned,No,No,27000.0,55000.0,"No, I did not",,I did not care to participate / It was not important
233,233,Algeria,Urban,20.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,,30000.0,"No, I did not",,I did not care to participate / It was not important
234,234,Algeria,Urban,39.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Housewife,Rented,No,No,25000.0,25000.0,"No, I did not",,I did not care to participate / It was not important
235,235,Algeria,Urban,64.0,Female,Illiterate/No formal education,0.0,No,Retired,Divorced,,Owned,No,No,18000.0,,"No, I did not",,I did not care to participate / It was not important
236,236,Algeria,Urban,24.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,Yes,,,"No, I did not",,I was afraid to participate in these demonstrations
237,237,Algeria,Urban,18.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,No,,70000.0,"No, I did not",,I did not care to participate / It was not important
238,238,Algeria,Urban,48.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,No,,,Refuse,,
239,239,Algeria,Urban,48.0,Female,BA,16.0,Yes,A governmental employee,Married,Member of the armed forces/public security,Owned,Yes,Yes,23000.0,75000.0,"No, I did not",,I did not know who to support in these demonstrations
240,240,Algeria,Rural,59.0,Male,Elementary,5.0,Yes,Manual laborer,Married,Housewife,Owned,Yes,Yes,,,"Yes, I did",Because everyone was participating in these demonstrations,
241,241,Algeria,Rural,69.0,Female,Illiterate/No formal education,0.0,No,A housewife,Divorced,,Owned,No,No,6000.0,39000.0,"No, I did not",,I did not know how to participate in these demonstrations
242,242,Algeria,Rural,42.0,Male,Illiterate/No formal education,0.0,Yes,,Married,Housewife,Rented,No,No,17000.0,,"Yes, I did",Because everyone was participating in these demonstrations,
243,243,Algeria,Rural,53.0,Female,Mid-level diploma (professional or technical,14.0,No,Retired,Married,Employer/director of an institution with 10 employees or more,Owned,No,No,,130000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
244,244,Algeria,Rural,50.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,Yes,Yes,35000.0,35000.0,"No, I did not",,I did not know how to participate in these demonstrations
245,245,Algeria,Rural,35.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,,,"No, I did not",,Refuse
246,246,Algeria,Rural,46.0,Male,Secondary,12.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,25000.0,25000.0,"No, I did not",,I did not know how to participate in these demonstrations
247,247,Algeria,Rural,44.0,Female,Elementary,5.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,,,"No, I did not",,I was afraid to participate in these demonstrations
248,248,Algeria,Rural,32.0,Male,Elementary,5.0,No,Unemployed,Bachelor,,Rented,Yes,Yes,,52000.0,"No, I did not",,I was afraid to participate in these demonstrations
249,249,Algeria,Rural,24.0,Female,BA,16.0,No,A student,Bachelor,,Rented,No,Yes,,55000.0,"No, I did not",,I was afraid to participate in these demonstrations
250,250,Algeria,Rural,48.0,Male,Elementary,5.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,30000.0,30000.0,"No, I did not",,I did not know who to support in these demonstrations
251,251,Algeria,Rural,38.0,Female,Prepartory/Basic,8.0,Yes,Craftsperson,Married,Private sector employee,Owned,Yes,Yes,,,"No, I did not",,I did not know who to support in these demonstrations
252,252,Algeria,Rural,35.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,No,,,"No, I did not",,I did not care to participate / It was not important
